2025-11-25 09:32:39,502 | INFO | 📌 模型 rdino_ecapa 阈值: 0.4, 置信度间隔: 0.08
2025-11-25 09:32:39,505 | INFO | 💯 模型 rdino_ecapa 与说话人 妈妈 的相似度: 0.131441
2025-11-25 09:32:39,505 | INFO | 💯 模型 rdino_ecapa 与说话人 大可 的相似度: 0.078953
2025-11-25 09:32:39,505 | INFO | 💯 模型 rdino_ecapa 与说话人 婆婆 的相似度: 0.022065
2025-11-25 09:32:39,505 | INFO | 🏆 模型 rdino_ecapa 识别结果: 第一名 妈妈 (得分: 0.131441), 第二名 大可 (得分: 0.078953), 差距: 0.052488
2025-11-25 09:32:39,506 | INFO | ❌ 模型 rdino_ecapa 验证失败: 得分 0.131441 < 阈值 0.4, 差距 0.052488 < 置信度间隔 0.08
2025-11-25 09:32:39,506 | INFO | 🔍 开始使用模型: camplusplus
2025-11-25 09:32:39,765 | INFO | 📌 模型 camplusplus 阈值: 0.4, 置信度间隔: 0.08
2025-11-25 09:32:39,765 | INFO | 💯 模型 camplusplus 与说话人 妈妈 的相似度: 0.243787
2025-11-25 09:32:39,765 | INFO | 💯 模型 camplusplus 与说话人 大可 的相似度: 0.147967
2025-11-25 09:32:39,765 | INFO | 💯 模型 camplusplus 与说话人 婆婆 的相似度: 0.228563
2025-11-25 09:32:39,766 | INFO | 🏆 模型 camplusplus 识别结果: 第一名 妈妈 (得分: 0.243787), 第二名 婆婆 (得分: 0.228563), 差距: 0.015223
2025-11-25 09:32:39,766 | INFO | ❌ 模型 camplusplus 验证失败: 得分 0.243787 < 阈值 0.4, 差距 0.015223 < 置信度间隔 0.08
2025-11-25 09:32:39,766 | INFO | 📊 多模型投票结果: {'eres2net_large': 'Unknown', 'rdino_ecapa': 'Unknown', 'camplusplus': 'Unknown'}
2025-11-25 09:32:39,766 | INFO | ❌ 交叉验证失败: 所有模型均未识别出有效候选人
2025-11-25 09:32:39,766 | INFO |     [3.7] 处理分段 30340ms - 33420ms...
2025-11-25 09:32:39,800 | INFO | 🎯 开始声纹识别: 音频段路径=temp\seg_30340_6_1764034359.wav
2025-11-25 09:32:39,801 | INFO | 📋 声纹数据库包含 3 个说话人
2025-11-25 09:32:39,801 | INFO | 🔍 开始使用模型: eres2net_large
2025-11-25 09:32:40,208 | INFO | 📌 模型 eres2net_large 阈值: 0.4, 置信度间隔: 0.08
2025-11-25 09:32:40,208 | INFO | 💯 模型 eres2net_large 与说话人 妈妈 的相似度: 0.320287
2025-11-25 09:32:40,208 | INFO | 💯 模型 eres2net_large 与说话人 大可 的相似度: 0.285970
2025-11-25 09:32:40,208 | INFO | 💯 模型 eres2net_large 与说话人 婆婆 的相似度: 0.301275
2025-11-25 09:32:40,208 | INFO | 🏆 模型 eres2net_large 识别结果: 第一名 妈妈 (得分: 0.320287), 第二名 婆婆 (得分: 0.301275), 差距: 0.019013
2025-11-25 09:32:40,209 | INFO | ❌ 模型 eres2net_large 验证失败: 得分 0.320287 < 阈值 0.4, 差距 0.019013 < 置信度间隔 0.08
2025-11-25 09:32:40,209 | INFO | 🔍 开始使用模型: rdino_ecapa
2025-11-25 09:32:40,320 | INFO | 📌 模型 rdino_ecapa 阈值: 0.4, 置信度间隔: 0.08
2025-11-25 09:32:40,320 | INFO | 💯 模型 rdino_ecapa 与说话人 妈妈 的相似度: 0.157108
2025-11-25 09:32:40,320 | INFO | 💯 模型 rdino_ecapa 与说话人 大可 的相似度: 0.119377
2025-11-25 09:32:40,320 | INFO | 💯 模型 rdino_ecapa 与说话人 婆婆 的相似度: 0.070613
2025-11-25 09:32:40,321 | INFO | 🏆 模型 rdino_ecapa 识别结果: 第一名 妈妈 (得分: 0.157108), 第二名 大可 (得分: 0.119377), 差距: 0.037731
2025-11-25 09:32:40,321 | INFO | ❌ 模型 rdino_ecapa 验证失败: 得分 0.157108 < 阈值 0.4, 差距 0.037731 < 置信度间隔 0.08
2025-11-25 09:32:40,321 | INFO | 🔍 开始使用模型: camplusplus
2025-11-25 09:32:40,589 | INFO | 📌 模型 camplusplus 阈值: 0.4, 置信度间隔: 0.08
2025-11-25 09:32:40,589 | INFO | 💯 模型 camplusplus 与说话人 妈妈 的相似度: 0.275384
2025-11-25 09:32:40,589 | INFO | 💯 模型 camplusplus 与说话人 大可 的相似度: 0.292706
2025-11-25 09:32:40,589 | INFO | 💯 模型 camplusplus 与说话人 婆婆 的相似度: 0.286279
2025-11-25 09:32:40,590 | INFO | 🏆 模型 camplusplus 识别结果: 第一名 大可 (得分: 0.292706), 第二名 婆婆 (得分: 0.286279), 差距: 0.006427
2025-11-25 09:32:40,590 | INFO | ❌ 模型 camplusplus 验证失败: 得分 0.292706 < 阈值 0.4, 差距 0.006427 < 置信度间隔 0.08
2025-11-25 09:32:40,590 | INFO | 📊 多模型投票结果: {'eres2net_large': 'Unknown', 'rdino_ecapa': 'Unknown', 'camplusplus': 'Unknown'}
2025-11-25 09:32:40,590 | INFO | ❌ 交叉验证失败: 所有模型均未识别出有效候选人
2025-11-25 09:32:40,590 | INFO |     [3.8] 处理分段 34280ms - 37700ms...
2025-11-25 09:32:40,633 | INFO | 🎯 开始声纹识别: 音频段路径=temp\seg_34280_7_1764034360.wav
2025-11-25 09:32:40,633 | INFO | 📋 声纹数据库包含 3 个说话人
2025-11-25 09:32:40,633 | INFO | 🔍 开始使用模型: eres2net_large
2025-11-25 09:32:41,153 | INFO | 📌 模型 eres2net_large 阈值: 0.4, 置信度间隔: 0.08
2025-11-25 09:32:41,153 | INFO | 💯 模型 eres2net_large 与说话人 妈妈 的相似度: 0.236304
2025-11-25 09:32:41,154 | INFO | 💯 模型 eres2net_large 与说话人 大可 的相似度: 0.202662
2025-11-25 09:32:41,154 | INFO | 💯 模型 eres2net_large 与说话人 婆婆 的相似度: 0.297283
2025-11-25 09:32:41,154 | INFO | 🏆 模型 eres2net_large 识别结果: 第一名 婆婆 (得分: 0.297283), 第二名 妈妈 (得分: 0.236304), 差距: 0.060980
2025-11-25 09:32:41,154 | INFO | ❌ 模型 eres2net_large 验证失败: 得分 0.297283 < 阈值 0.4, 差距 0.060980 < 置信度间隔 0.08
2025-11-25 09:32:41,154 | INFO | 🔍 开始使用模型: rdino_ecapa
2025-11-25 09:32:41,260 | INFO | 📌 模型 rdino_ecapa 阈值: 0.4, 置信度间隔: 0.08
2025-11-25 09:32:41,260 | INFO | 💯 模型 rdino_ecapa 与说话人 妈妈 的相似度: 0.189701
2025-11-25 09:32:41,261 | INFO | 💯 模型 rdino_ecapa 与说话人 大可 的相似度: 0.159550
2025-11-25 09:32:41,261 | INFO | 💯 模型 rdino_ecapa 与说话人 婆婆 的相似度: 0.091144
2025-11-25 09:32:41,261 | INFO | 🏆 模型 rdino_ecapa 识别结果: 第一名 妈妈 (得分: 0.189701), 第二名 大可 (得分: 0.159550), 差距: 0.030151
2025-11-25 09:32:41,261 | INFO | ❌ 模型 rdino_ecapa 验证失败: 得分 0.189701 < 阈值 0.4, 差距 0.030151 < 置信度间隔 0.08
2025-11-25 09:32:41,261 | INFO | 🔍 开始使用模型: camplusplus
2025-11-25 09:32:41,544 | INFO | 📌 模型 camplusplus 阈值: 0.4, 置信度间隔: 0.08
2025-11-25 09:32:41,544 | INFO | 💯 模型 camplusplus 与说话人 妈妈 的相似度: 0.189753
2025-11-25 09:32:41,544 | INFO | 💯 模型 camplusplus 与说话人 大可 的相似度: 0.115952
2025-11-25 09:32:41,545 | INFO | 💯 模型 camplusplus 与说话人 婆婆 的相似度: 0.140879
2025-11-25 09:32:41,545 | INFO | 🏆 模型 camplusplus 识别结果: 第一名 妈妈 (得分: 0.189753), 第二名 婆婆 (得分: 0.140879), 差距: 0.048875
2025-11-25 09:32:41,545 | INFO | ❌ 模型 camplusplus 验证失败: 得分 0.189753 < 阈值 0.4, 差距 0.048875 < 置信度间隔 0.08
2025-11-25 09:32:41,545 | INFO | 📊 多模型投票结果: {'eres2net_large': 'Unknown', 'rdino_ecapa': 'Unknown', 'camplusplus': 'Unknown'}
2025-11-25 09:32:41,545 | INFO | ❌ 交叉验证失败: 所有模型均未识别出有效候选人
2025-11-25 09:32:41,545 | INFO |     [3.9] 处理分段 38420ms - 40720ms...
2025-11-25 09:32:41,574 | INFO | 🎯 开始声纹识别: 音频段路径=temp\seg_38420_8_1764034361.wav
2025-11-25 09:32:41,575 | INFO | 📋 声纹数据库包含 3 个说话人
2025-11-25 09:32:41,575 | INFO | 🔍 开始使用模型: eres2net_large
2025-11-25 09:32:41,805 | INFO | 📌 模型 eres2net_large 阈值: 0.4, 置信度间隔: 0.08
2025-11-25 09:32:41,805 | INFO | 💯 模型 eres2net_large 与说话人 妈妈 的相似度: 0.298466
2025-11-25 09:32:41,805 | INFO | 💯 模型 eres2net_large 与说话人 大可 的相似度: 0.223306
2025-11-25 09:32:41,805 | INFO | 💯 模型 eres2net_large 与说话人 婆婆 的相似度: 0.283244
2025-11-25 09:32:41,805 | INFO | 🏆 模型 eres2net_large 识别结果: 第一名 妈妈 (得分: 0.298466), 第二名 婆婆 (得分: 0.283244), 差距: 0.015222
2025-11-25 09:32:41,806 | INFO | ❌ 模型 eres2net_large 验证失败: 得分 0.298466 < 阈值 0.4, 差距 0.015222 < 置信度间隔 0.08
2025-11-25 09:32:41,806 | INFO | 🔍 开始使用模型: rdino_ecapa
2025-11-25 09:32:41,893 | INFO | 📌 模型 rdino_ecapa 阈值: 0.4, 置信度间隔: 0.08
2025-11-25 09:32:41,893 | INFO | 💯 模型 rdino_ecapa 与说话人 妈妈 的相似度: 0.142554
2025-11-25 09:32:41,893 | INFO | 💯 模型 rdino_ecapa 与说话人 大可 的相似度: 0.123716
2025-11-25 09:32:41,894 | INFO | 💯 模型 rdino_ecapa 与说话人 婆婆 的相似度: 0.064667
2025-11-25 09:32:41,894 | INFO | 🏆 模型 rdino_ecapa 识别结果: 第一名 妈妈 (得分: 0.142554), 第二名 大可 (得分: 0.123716), 差距: 0.018838
2025-11-25 09:32:41,894 | INFO | ❌ 模型 rdino_ecapa 验证失败: 得分 0.142554 < 阈值 0.4, 差距 0.018838 < 置信度间隔 0.08
2025-11-25 09:32:41,894 | INFO | 🔍 开始使用模型: camplusplus
2025-11-25 09:32:42,176 | INFO | 📌 模型 camplusplus 阈值: 0.4, 置信度间隔: 0.08
2025-11-25 09:32:42,177 | INFO | 💯 模型 camplusplus 与说话人 妈妈 的相似度: 0.162808
2025-11-25 09:32:42,177 | INFO | 💯 模型 camplusplus 与说话人 大可 的相似度: 0.145181
2025-11-25 09:32:42,177 | INFO | 💯 模型 camplusplus 与说话人 婆婆 的相似度: 0.151789
2025-11-25 09:32:42,177 | INFO | 🏆 模型 camplusplus 识别结果: 第一名 妈妈 (得分: 0.162808), 第二名 婆婆 (得分: 0.151789), 差距: 0.011018
2025-11-25 09:32:42,177 | INFO | ❌ 模型 camplusplus 验证失败: 得分 0.162808 < 阈值 0.4, 差距 0.011018 < 置信度间隔 0.08
2025-11-25 09:32:42,177 | INFO | 📊 多模型投票结果: {'eres2net_large': 'Unknown', 'rdino_ecapa': 'Unknown', 'camplusplus': 'Unknown'}
2025-11-25 09:32:42,177 | INFO | ❌ 交叉验证失败: 所有模型均未识别出有效候选人
2025-11-25 09:32:42,178 | INFO |     [3.10] 处理分段 40740ms - 41240ms...
2025-11-25 09:32:42,178 | INFO |       [3.10] 分段时长过短(500ms)，跳过声纹识别。
2025-11-25 09:32:42,178 | INFO |     [3.11] 处理分段 41440ms - 42000ms...
2025-11-25 09:32:42,178 | INFO |       [3.11] 分段时长过短(560ms)，跳过声纹识别。
2025-11-25 09:32:42,178 | INFO |     [3.12] 处理分段 42160ms - 43120ms...
2025-11-25 09:32:42,209 | INFO | 🎯 开始声纹识别: 音频段路径=temp\seg_42160_11_1764034362.wav
2025-11-25 09:32:42,210 | INFO | 📋 声纹数据库包含 3 个说话人
2025-11-25 09:32:42,210 | INFO | 🔍 开始使用模型: eres2net_large
2025-11-25 09:32:42,351 | INFO | 📌 模型 eres2net_large 阈值: 0.4, 置信度间隔: 0.08
2025-11-25 09:32:42,352 | INFO | 💯 模型 eres2net_large 与说话人 妈妈 的相似度: 0.200300
2025-11-25 09:32:42,352 | INFO | 💯 模型 eres2net_large 与说话人 大可 的相似度: 0.132316
2025-11-25 09:32:42,352 | INFO | 💯 模型 eres2net_large 与说话人 婆婆 的相似度: 0.134978
2025-11-25 09:32:42,352 | INFO | 🏆 模型 eres2net_large 识别结果: 第一名 妈妈 (得分: 0.200300), 第二名 婆婆 (得分: 0.134978), 差距: 0.065322
2025-11-25 09:32:42,352 | INFO | ❌ 模型 eres2net_large 验证失败: 得分 0.200300 < 阈值 0.4, 差距 0.065322 < 置信度间隔 0.08
2025-11-25 09:32:42,352 | INFO | 🔍 开始使用模型: rdino_ecapa
2025-11-25 09:32:42,404 | INFO | 📌 模型 rdino_ecapa 阈值: 0.4, 置信度间隔: 0.08
2025-11-25 09:32:42,404 | INFO | 💯 模型 rdino_ecapa 与说话人 妈妈 的相似度: 0.195421
2025-11-25 09:32:42,405 | INFO | 💯 模型 rdino_ecapa 与说话人 大可 的相似度: 0.203833
2025-11-25 09:32:42,405 | INFO | 💯 模型 rdino_ecapa 与说话人 婆婆 的相似度: 0.127892
